Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,02-01-2024 21:43:22,02-01-2024 21:47:38,4m - 16.001s,FAILED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,02-01-2024 21:43:23,02-01-2024 21:43:46,23.265s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 21:43:23,02-01-2024 21:43:26,2.322s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 21:43:26,02-01-2024 21:43:29,3.330s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 21:43:29,02-01-2024 21:43:30,1.087s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 21:43:30,02-01-2024 21:43:31,0.923s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 21:43:31,02-01-2024 21:43:32,1.110s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,02-01-2024 21:43:32,02-01-2024 21:43:36,3.684s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,02-01-2024 21:43:36,02-01-2024 21:43:37,0.954s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,02-01-2024 21:43:37,02-01-2024 21:43:38,1.122s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,02-01-2024 21:43:38,02-01-2024 21:43:40,1.670s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,02-01-2024 21:43:40,02-01-2024 21:43:40,0.807s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,02-01-2024 21:43:40,02-01-2024 21:43:41,0.957s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,02-01-2024 21:43:41,02-01-2024 21:43:42,0.728s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,02-01-2024 21:43:42,02-01-2024 21:43:43,1.153s,PASSED
"if (attachment != """")",Chrome 120.0.0.0,,,02-01-2024 21:43:43,02-01-2024 21:43:43,0.006s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,02-01-2024 21:43:43,02-01-2024 21:43:44,0.454s,PASSED
