Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 23:22:22,01-01-2024 23:26:28,4m - 6.035s,FAILED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 23:22:22,01-01-2024 23:22:43,20.644s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 23:22:23,01-01-2024 23:22:25,2.035s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 23:22:25,01-01-2024 23:22:28,2.934s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 23:22:28,01-01-2024 23:22:29,0.874s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 23:22:29,01-01-2024 23:22:30,0.658s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 23:22:30,01-01-2024 23:22:31,0.936s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 23:22:31,01-01-2024 23:22:33,2.481s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 23:22:33,01-01-2024 23:22:34,0.731s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 23:22:34,01-01-2024 23:22:35,0.817s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 23:22:35,01-01-2024 23:22:35,0.936s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 23:22:35,01-01-2024 23:22:36,0.607s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 23:22:36,01-01-2024 23:22:37,0.610s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 23:22:37,01-01-2024 23:22:37,0.606s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 23:22:37,01-01-2024 23:22:38,0.856s,PASSED
if (attachment),Chrome 120.0.0.0,,,01-01-2024 23:22:38,01-01-2024 23:22:38,0.008s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 23:22:38,01-01-2024 23:22:39,0.332s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 23:22:39,01-01-2024 23:22:40,1.950s,PASSED
try,Chrome 120.0.0.0,,,01-01-2024 23:22:40,01-01-2024 23:22:42,1.954s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,01-01-2024 23:22:42,01-01-2024 23:22:43,0.319s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 23:22:43,01-01-2024 23:22:43,0.304s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 23:22:43,01-01-2024 23:23:07,23.427s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 23:22:43,01-01-2024 23:22:44,0.904s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 23:22:44,01-01-2024 23:22:47,2.835s,PASSED
