Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 22:39:41,01-01-2024 22:43:34,3m - 52.993s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 22:39:42,01-01-2024 22:40:06,23.910s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 22:39:42,01-01-2024 22:39:44,2.013s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 22:39:44,01-01-2024 22:39:47,2.981s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 22:39:47,01-01-2024 22:39:48,0.917s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 22:39:48,01-01-2024 22:39:49,0.663s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 22:39:49,01-01-2024 22:39:50,0.969s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 22:39:50,01-01-2024 22:39:52,1.941s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 22:39:52,01-01-2024 22:39:53,0.748s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 22:39:53,01-01-2024 22:39:53,0.792s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 22:39:53,01-01-2024 22:39:54,0.920s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 22:39:54,01-01-2024 22:39:55,0.630s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 22:39:55,01-01-2024 22:39:58,3.399s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 22:39:58,01-01-2024 22:39:59,0.865s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 22:39:59,01-01-2024 22:40:00,1.044s,PASSED
if (attachment),Chrome 120.0.0.0,,,01-01-2024 22:40:00,01-01-2024 22:40:01,0.396s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 22:40:01,01-01-2024 22:40:01,0.334s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 22:40:01,01-01-2024 22:40:03,2.167s,PASSED
try,Chrome 120.0.0.0,,,01-01-2024 22:40:03,01-01-2024 22:40:05,1.912s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,01-01-2024 22:40:05,01-01-2024 22:40:05,0.333s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 22:40:05,01-01-2024 22:40:06,0.280s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 22:40:06,01-01-2024 22:40:25,19.652s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 22:40:06,01-01-2024 22:40:07,0.904s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 22:40:07,01-01-2024 22:40:10,2.834s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 22:40:10,01-01-2024 22:40:10,0.798s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 22:40:10,01-01-2024 22:40:11,0.631s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 22:40:11,01-01-2024 22:40:12,0.883s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 22:40:12,01-01-2024 22:40:14,2.019s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 22:40:14,01-01-2024 22:40:15,0.780s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 22:40:15,01-01-2024 22:40:15,0.749s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 22:40:15,01-01-2024 22:40:16,0.870s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 22:40:16,01-01-2024 22:40:17,0.642s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 22:40:17,01-01-2024 22:40:19,2.446s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 22:40:19,01-01-2024 22:40:20,0.787s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 22:40:20,01-01-2024 22:40:21,1.179s,PASSED
if (attachment),Chrome 120.0.0.0,,,01-01-2024 22:40:21,01-01-2024 22:40:21,0.001s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 22:40:21,01-01-2024 22:40:22,0.334s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 22:40:22,01-01-2024 22:40:23,1.499s,PASSED
try,Chrome 120.0.0.0,,,01-01-2024 22:40:23,01-01-2024 22:40:25,1.708s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,01-01-2024 22:40:25,01-01-2024 22:40:25,0.312s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 22:40:25,01-01-2024 22:40:25,0.209s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 22:40:26,01-01-2024 22:40:48,22.128s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 22:40:26,01-01-2024 22:40:27,1.036s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 22:40:27,01-01-2024 22:40:30,3.043s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 22:40:30,01-01-2024 22:40:31,0.861s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 22:40:31,01-01-2024 22:40:31,0.642s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 22:40:31,01-01-2024 22:40:32,0.878s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 22:40:32,01-01-2024 22:40:34,2.004s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 22:40:34,01-01-2024 22:40:35,0.735s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 22:40:35,01-01-2024 22:40:36,0.898s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 22:40:36,01-01-2024 22:40:37,0.843s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 22:40:37,01-01-2024 22:40:37,0.630s,PASSED
