Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 11:44:09,01-01-2024 11:44:55,46.069s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 11:44:09,01-01-2024 11:44:33,24.316s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 11:44:10,01-01-2024 11:44:13,2.958s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 11:44:13,01-01-2024 11:44:16,3.273s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 11:44:16,01-01-2024 11:44:17,1.139s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 11:44:17,01-01-2024 11:44:18,1.319s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 11:44:18,01-01-2024 11:44:20,1.350s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 11:44:20,01-01-2024 11:44:21,1.642s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 11:44:21,01-01-2024 11:44:22,0.942s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 11:44:22,01-01-2024 11:44:24,1.242s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 11:44:24,01-01-2024 11:44:25,1.880s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 11:44:25,01-01-2024 11:44:27,1.152s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 11:44:27,01-01-2024 11:44:28,1.229s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 11:44:28,01-01-2024 11:44:30,1.891s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 11:44:30,01-01-2024 11:44:31,0.992s,PASSED
"uploadFile(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_upload""), ""D:\grade.xlsx"")",Chrome 120.0.0.0,,,01-01-2024 11:44:31,01-01-2024 11:44:31,0.408s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 11:44:31,01-01-2024 11:44:32,0.385s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 11:44:32,01-01-2024 11:44:33,1.401s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 11:44:33,01-01-2024 11:44:33,0.345s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 11:44:33,01-01-2024 11:44:55,21.223s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 11:44:33,01-01-2024 11:44:35,1.301s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 11:44:35,01-01-2024 11:44:38,3.314s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 11:44:38,01-01-2024 11:44:39,1.221s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 11:44:39,01-01-2024 11:44:40,1.149s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 11:44:40,01-01-2024 11:44:42,1.166s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 11:44:42,01-01-2024 11:44:44,2.458s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 11:44:44,01-01-2024 11:44:45,1.027s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 11:44:45,01-01-2024 11:44:46,1.354s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 11:44:46,01-01-2024 11:44:48,1.261s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 11:44:48,01-01-2024 11:44:49,0.855s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 11:44:49,01-01-2024 11:44:50,1.103s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 11:44:50,01-01-2024 11:44:51,1.108s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 11:44:51,01-01-2024 11:44:52,1.195s,PASSED
"uploadFile(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_upload""), ""D:\grade.xlsx"")",Chrome 120.0.0.0,,,01-01-2024 11:44:52,01-01-2024 11:44:52,0.391s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 11:44:52,01-01-2024 11:44:53,0.401s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 11:44:53,01-01-2024 11:44:54,1.422s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 11:44:54,01-01-2024 11:44:55,0.410s,PASSED
