Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transaction,Chrome 120.0.0.0,,,02-01-2024 22:08:34,02-01-2024 22:12:58,4m - 24.076s,PASSED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,02-01-2024 22:08:35,02-01-2024 22:09:03,28.655s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 22:08:36,02-01-2024 22:08:38,2.443s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 22:08:38,02-01-2024 22:08:42,3.251s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 22:08:42,02-01-2024 22:08:43,1.381s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 22:08:43,02-01-2024 22:08:44,0.869s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 22:08:44,02-01-2024 22:08:45,1.538s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,02-01-2024 22:08:45,02-01-2024 22:08:46,1.120s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,02-01-2024 22:08:46,02-01-2024 22:08:47,0.919s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,02-01-2024 22:08:47,02-01-2024 22:08:49,1.181s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,02-01-2024 22:08:49,02-01-2024 22:08:50,1.694s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:08:50,02-01-2024 22:08:51,1.064s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:08:51,02-01-2024 22:08:53,1.267s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_date""), date)",Chrome 120.0.0.0,,,02-01-2024 22:08:53,02-01-2024 22:08:54,1.322s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,02-01-2024 22:08:54,02-01-2024 22:08:55,0.893s,PASSED
"if (getText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_foreign_currency"")) == """")",Chrome 120.0.0.0,,,02-01-2024 22:08:55,02-01-2024 22:08:55,0.444s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:08:55,02-01-2024 22:08:55,0.027s,PASSED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:08:55,02-01-2024 22:08:55,0.066s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_category""), category)",Chrome 120.0.0.0,,,02-01-2024 22:08:55,02-01-2024 22:08:56,0.864s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_piggy_bank""), piggy_bank, true)",Chrome 120.0.0.0,,,02-01-2024 22:08:56,02-01-2024 22:08:59,2.701s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_ti-new-tag-input ti-valid""), tags)",Chrome 120.0.0.0,,,02-01-2024 22:08:59,02-01-2024 22:09:00,0.853s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:00,02-01-2024 22:09:01,1.380s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:09:01,02-01-2024 22:09:01,0.007s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/button_Submit""))",Chrome 120.0.0.0,,,02-01-2024 22:09:01,02-01-2024 22:09:02,0.516s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:02,02-01-2024 22:09:03,1.174s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,02-01-2024 22:09:03,02-01-2024 22:09:03,0.434s,PASSED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,02-01-2024 22:09:04,02-01-2024 22:09:28,24.830s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 22:09:04,02-01-2024 22:09:05,1.178s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 22:09:05,02-01-2024 22:09:08,3.071s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 22:09:08,02-01-2024 22:09:09,0.961s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 22:09:09,02-01-2024 22:09:10,0.842s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 22:09:10,02-01-2024 22:09:11,1.054s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,02-01-2024 22:09:11,02-01-2024 22:09:12,1.110s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,02-01-2024 22:09:12,02-01-2024 22:09:13,0.891s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,02-01-2024 22:09:13,02-01-2024 22:09:14,1.236s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,02-01-2024 22:09:14,02-01-2024 22:09:16,1.683s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:09:16,02-01-2024 22:09:17,0.896s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:09:17,02-01-2024 22:09:18,1.614s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_date""), date)",Chrome 120.0.0.0,,,02-01-2024 22:09:18,02-01-2024 22:09:20,1.414s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,02-01-2024 22:09:20,02-01-2024 22:09:20,0.776s,PASSED
"if (getText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_foreign_currency"")) == """")",Chrome 120.0.0.0,,,02-01-2024 22:09:20,02-01-2024 22:09:21,0.351s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:21,02-01-2024 22:09:21,0.003s,PASSED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:09:21,02-01-2024 22:09:21,0.001s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_category""), category)",Chrome 120.0.0.0,,,02-01-2024 22:09:21,02-01-2024 22:09:21,0.759s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_piggy_bank""), piggy_bank, true)",Chrome 120.0.0.0,,,02-01-2024 22:09:21,02-01-2024 22:09:24,2.497s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_ti-new-tag-input ti-valid""), tags)",Chrome 120.0.0.0,,,02-01-2024 22:09:24,02-01-2024 22:09:25,0.866s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:25,02-01-2024 22:09:26,1.559s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/button_Submit""))",Chrome 120.0.0.0,,,02-01-2024 22:09:26,02-01-2024 22:09:27,0.739s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:27,02-01-2024 22:09:28,0.964s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,02-01-2024 22:09:28,02-01-2024 22:09:28,0.291s,PASSED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,02-01-2024 22:09:29,02-01-2024 22:09:55,26.841s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 22:09:29,02-01-2024 22:09:30,1.103s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 22:09:30,02-01-2024 22:09:33,2.969s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 22:09:33,02-01-2024 22:09:34,1.396s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 22:09:34,02-01-2024 22:09:35,0.778s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 22:09:35,02-01-2024 22:09:36,1.147s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,02-01-2024 22:09:36,02-01-2024 22:09:37,1.238s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,02-01-2024 22:09:37,02-01-2024 22:09:38,0.916s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,02-01-2024 22:09:38,02-01-2024 22:09:39,1.200s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,02-01-2024 22:09:39,02-01-2024 22:09:41,1.968s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:09:41,02-01-2024 22:09:43,1.232s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:09:43,02-01-2024 22:09:44,1.749s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_date""), date)",Chrome 120.0.0.0,,,02-01-2024 22:09:44,02-01-2024 22:09:46,1.483s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,02-01-2024 22:09:46,02-01-2024 22:09:47,1.025s,PASSED
"if (getText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_foreign_currency"")) == """")",Chrome 120.0.0.0,,,02-01-2024 22:09:47,02-01-2024 22:09:47,0.524s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:47,02-01-2024 22:09:47,0.007s,PASSED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:09:47,02-01-2024 22:09:47,0.005s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_category""), category)",Chrome 120.0.0.0,,,02-01-2024 22:09:47,02-01-2024 22:09:49,1.160s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_piggy_bank""), piggy_bank, true)",Chrome 120.0.0.0,,,02-01-2024 22:09:49,02-01-2024 22:09:51,2.880s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_ti-new-tag-input ti-valid""), tags)",Chrome 120.0.0.0,,,02-01-2024 22:09:51,02-01-2024 22:09:52,0.893s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:52,02-01-2024 22:09:54,1.431s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/button_Submit""))",Chrome 120.0.0.0,,,02-01-2024 22:09:54,02-01-2024 22:09:54,0.430s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:09:54,02-01-2024 22:09:55,0.956s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,02-01-2024 22:09:55,02-01-2024 22:09:55,0.241s,PASSED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,02-01-2024 22:09:56,02-01-2024 22:10:20,24.792s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 22:09:56,02-01-2024 22:09:57,1.078s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 22:09:57,02-01-2024 22:10:00,3.314s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 22:10:00,02-01-2024 22:10:01,1.260s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 22:10:01,02-01-2024 22:10:02,0.841s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 22:10:02,02-01-2024 22:10:03,1.016s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,02-01-2024 22:10:03,02-01-2024 22:10:04,1.181s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,02-01-2024 22:10:04,02-01-2024 22:10:05,0.927s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,02-01-2024 22:10:05,02-01-2024 22:10:07,1.412s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,02-01-2024 22:10:07,02-01-2024 22:10:09,1.965s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:10:09,02-01-2024 22:10:09,0.749s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:10:09,02-01-2024 22:10:11,1.531s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_date""), date)",Chrome 120.0.0.0,,,02-01-2024 22:10:11,02-01-2024 22:10:12,1.328s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,02-01-2024 22:10:12,02-01-2024 22:10:13,0.714s,PASSED
"if (getText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_foreign_currency"")) == """")",Chrome 120.0.0.0,,,02-01-2024 22:10:13,02-01-2024 22:10:13,0.335s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:10:13,02-01-2024 22:10:13,0.001s,PASSED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:10:13,02-01-2024 22:10:13,0.001s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_category""), category)",Chrome 120.0.0.0,,,02-01-2024 22:10:13,02-01-2024 22:10:15,1.128s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/select_piggy_bank""), piggy_bank, true)",Chrome 120.0.0.0,,,02-01-2024 22:10:15,02-01-2024 22:10:17,2.542s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_ti-new-tag-input ti-valid""), tags)",Chrome 120.0.0.0,,,02-01-2024 22:10:17,02-01-2024 22:10:18,0.745s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:10:18,02-01-2024 22:10:19,1.151s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,02-01-2024 22:10:19,02-01-2024 22:10:19,0.001s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/button_Submit""))",Chrome 120.0.0.0,,,02-01-2024 22:10:19,02-01-2024 22:10:19,0.350s,PASSED
try,Chrome 120.0.0.0,,,02-01-2024 22:10:19,02-01-2024 22:10:20,0.932s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,02-01-2024 22:10:20,02-01-2024 22:10:20,0.232s,PASSED
,,,,,,,
Test Cases/Transaction,Chrome 120.0.0.0,,Create Transaction,02-01-2024 22:10:21,02-01-2024 22:10:48,27.126s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,02-01-2024 22:10:21,02-01-2024 22:10:22,1.106s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,02-01-2024 22:10:22,02-01-2024 22:10:25,3.189s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,02-01-2024 22:10:25,02-01-2024 22:10:26,1.430s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,02-01-2024 22:10:26,02-01-2024 22:10:27,0.965s,PASSED
"sendKeys(findTestObject(""Object Repository/Transaction/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,02-01-2024 22:10:27,02-01-2024 22:10:29,1.230s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Transactions""))",Chrome 120.0.0.0,,,02-01-2024 22:10:29,02-01-2024 22:10:30,1.449s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_Whats playing  Firefly III/a_Expenses""))",Chrome 120.0.0.0,,,02-01-2024 22:10:30,02-01-2024 22:10:31,1.160s,PASSED
"click(findTestObject(""Object Repository/Transaction/Page_All expenses between January 1st, 2024_d388e7/a_Create a new transaction""))",Chrome 120.0.0.0,,,02-01-2024 22:10:31,02-01-2024 22:10:33,1.388s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_description""), description)",Chrome 120.0.0.0,,,02-01-2024 22:10:33,02-01-2024 22:10:35,2.031s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_source""), source_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:10:35,02-01-2024 22:10:35,0.808s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_destination""), destination_account, STOP_ON_FAILURE)",Chrome 120.0.0.0,,,02-01-2024 22:10:35,02-01-2024 22:10:37,1.559s,PASSED
"setText(findTestObject(""Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_date""), date)",Chrome 120.0.0.0,,,02-01-2024 22:10:37,02-01-2024 22:10:38,1.269s,PASSED
"setText(findTestObject(""Object Repository/Transaction/Page_Create new withdrawal  Transactions  F_057ce1/input_amount""), amount)",Chrome 120.0.0.0,,,02-01-2024 22:10:38,02-01-2024 22:10:39,1.079s,PASSED
