Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 19:05:24,01-01-2024 19:08:20,2m - 55.827s,FAILED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 19:05:24,01-01-2024 19:05:44,19.863s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 19:05:25,01-01-2024 19:05:27,1.670s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 19:05:27,01-01-2024 19:05:30,3.178s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 19:05:30,01-01-2024 19:05:31,0.919s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 19:05:31,01-01-2024 19:05:31,0.717s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 19:05:31,01-01-2024 19:05:32,0.912s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 19:05:32,01-01-2024 19:05:34,1.576s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 19:05:34,01-01-2024 19:05:35,0.737s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 19:05:35,01-01-2024 19:05:36,0.948s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 19:05:36,01-01-2024 19:05:37,0.992s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 19:05:37,01-01-2024 19:05:37,0.702s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 19:05:37,01-01-2024 19:05:38,0.974s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 19:05:38,01-01-2024 19:05:39,0.893s,PASSED
"setText(findTestObject(""Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_date""), target_date)",Chrome 120.0.0.0,,,01-01-2024 19:05:39,01-01-2024 19:05:40,1.219s,PASSED
if (attachment),Chrome 120.0.0.0,,,01-01-2024 19:05:40,01-01-2024 19:05:40,0.005s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/div_Mandatory fields                       _ed7e9e""))",Chrome 120.0.0.0,,,01-01-2024 19:05:40,01-01-2024 19:05:41,0.412s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 19:05:41,01-01-2024 19:05:42,1.144s,PASSED
try,Chrome 120.0.0.0,,,01-01-2024 19:05:42,01-01-2024 19:05:44,1.886s,FAILED
catch (Exception err),Chrome 120.0.0.0,,,01-01-2024 19:05:44,01-01-2024 19:05:44,0.326s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,01-01-2024 19:05:44,01-01-2024 19:05:44,0.191s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 19:05:44,01-01-2024 19:06:02,18.051s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 19:05:44,01-01-2024 19:05:45,0.761s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 19:05:45,01-01-2024 19:05:48,2.847s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 19:05:48,01-01-2024 19:05:49,1.019s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 19:05:49,01-01-2024 19:05:50,0.765s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 19:05:50,01-01-2024 19:05:51,0.909s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 19:05:51,01-01-2024 19:05:53,1.778s,PASSED
"click(findTestObject(""Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 19:05:53,01-01-2024 19:05:53,0.718s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 19:05:53,01-01-2024 19:05:54,1.004s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 19:05:54,01-01-2024 19:05:55,1.067s,PASSED
