Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 12:38:16,01-01-2024 12:38:51,34.994s,PASSED
,,,,,,,
Test Cases/Piggy Bank,Chrome 120.0.0.0,,,01-01-2024 12:38:17,01-01-2024 12:38:35,18.314s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 12:38:17,01-01-2024 12:38:19,1.781s,PASSED
"navigateToUrl(""https://firefly.buudadawg.online/login"")",Chrome 120.0.0.0,,,01-01-2024 12:38:19,01-01-2024 12:38:22,3.030s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_email""), username)",Chrome 120.0.0.0,,,01-01-2024 12:38:22,01-01-2024 12:38:23,1.303s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), password)",Chrome 120.0.0.0,,,01-01-2024 12:38:23,01-01-2024 12:38:24,0.699s,PASSED
"sendKeys(findTestObject(""Object Repository/Piggy Bank/Page_Login to Firefly III/input_password""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,01-01-2024 12:38:24,01-01-2024 12:38:25,0.980s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 120.0.0.0,,,01-01-2024 12:38:25,01-01-2024 12:38:26,1.631s,PASSED
"click(findTestObject(""Object Repository/Piggy Bank/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 120.0.0.0,,,01-01-2024 12:38:26,01-01-2024 12:38:27,0.818s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_name""), name)",Chrome 120.0.0.0,,,01-01-2024 12:38:27,01-01-2024 12:38:28,0.951s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/select_My Savings AccountMy Asset Account""), save_on_account, true)",Chrome 120.0.0.0,,,01-01-2024 12:38:28,01-01-2024 12:38:29,1.029s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_targetamount""), target_amount)",Chrome 120.0.0.0,,,01-01-2024 12:38:29,01-01-2024 12:38:30,0.687s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/textarea_notes""), notes)",Chrome 120.0.0.0,,,01-01-2024 12:38:30,01-01-2024 12:38:31,0.817s,PASSED
"setText(findTestObject(""Object Repository/Piggy Bank/Page_New piggy bank  Piggy banks  Firefly III/input_object_group""), group)",Chrome 120.0.0.0,,,01-01-2024 12:38:31,01-01-2024 12:38:32,0.871s,PASSED
